,original_id,gesetzt,artikel,absatz,text
0,NA,eu_gruene_deal_com,NA,NA," Cybersicherheit ist ein integraler Bestandteil der Sicherheit der Europäerinnen und Europäer. Unabhängig davon, ob es sich um vernetzte Geräte, Stromnetze oder Banken, Flugzeuge, öffentliche Verwaltungen oder Krankenhäuser handelt, die sie nutzen oder aufsuchen, verdienen die Menschen dabei die Gewissheit, dass sie vor Cyberbedrohungen geschützt werden. Wirtschaft, Demokratie und Gesellschaft in der EU hängen mehr denn je von sicheren und zuverlässigen digitalen Instrumenten und Verbindungen ab. Die Cybersicherheit ist daher von entscheidender Bedeutung, um ein resilientes, grünes und digitales Europa aufzubauen. "
0,NA,eu_gruene_deal_com,NA,NA," Verkehr, Energie und Gesundheit, Telekommunikation, Finanzen, Sicherheit, demokratische Prozesse, Raumfahrt und Verteidigung hängen stark von Netz- und Informationssystemen ab, die zunehmend miteinander verbunden sind. Sektorübergreifende wechselseitige Abhängigkeiten sind stark ausgeprägt, da Netze und Informationssysteme wiederum eine stetige Versorgung mit Strom benötigen. Die Zahl der vernetzten Geräte übersteigt bereits jetzt die Zahl der Menschen auf der Erde und dürfte Prognosen zufolge bis 2025 auf 25 Milliarden ansteigen 1 : ein Viertel dieser Geräte wird sich in Europa befinden. Die Digitalisierung der Arbeitsweisen wurde durch die COVID-19-Pandemie beschleunigt. 40 % der Arbeitnehmer in der EU sind in dieser Zeit zur Telearbeit übergegangen, was vermutlich dauerhafte Auswirkungen auf den Alltag haben wird. 2 Dies erhöht die Anfälligkeit für Cyberangriffe. 3 Vernetzte Objekte werden häufig mit bekannten Schwachstellen an den Verbraucher geliefert, wodurch sich die Angriffsfläche für böswillige Cyberaktivitäten weiter vergrößert. 4 Die Industrielandschaft in der EU ist zunehmend digitalisiert und vernetzt; dies bedeutet auch, dass Cyberangriffe weitaus größere Auswirkungen auf die Industrie und die Ökosysteme haben können als je zuvor. "
0,NA,eu_gruene_deal_com,NA,NA," Geopolitische Spannungen in Bezug auf das globale und offene Internet und die Kontrolle über die Technologien entlang der gesamten Lieferkette 5 verschärfen die Bedrohungslage noch. Diese Spannungen spiegeln sich in der zunehmenden Zahl von Nationalstaaten wider, die digitale Grenzen errichten. Beschränkungen des Internets und im Internet bedrohen den globalen und offenen Cyberraum ebenso wie die Rechtsstaatlichkeit, die Grundrechte, die Freiheit und die Demokratie – die Grundwerte der EU. Der Cyberraum wird vermehrt für politische und ideologische Zwecke genutzt. Er wird zum Schauplatz einer zunehmenden Polarisierung auf internationaler Ebene, die einen wirksamen Multilateralismus behindert. Hybride Bedrohungen verknüpfen Desinformationskampagnen mit Cyberangriffen auf Infrastrukturen, Wirtschaftsabläufe und demokratische Institutionen. Sie können physischen Schaden verursachen, unrechtmäßig Zugriff auf personenbezogenen Daten oder den Diebstahl von Industrie- oder Staatsgeheimnissen ermöglichen, Misstrauen säen und den sozialen Zusammenhalt schwächen. Solche Aktivitäten untergraben die internationale Sicherheit und Stabilität wie auch die Vorteile des Cyberraums für die wirtschaftliche, soziale und politische Entwicklung. "
0,NA,eu_gruene_deal_com,NA,NA," Böswillige Angriffe auf kritische Infrastrukturen sind weltweit eine große Gefahr. 6 Das Internet zeichnet sich durch eine dezentrale Architektur aus. Es hat keine zentrale Struktur und wird von vielen verschiedene Akteuren gemeinsam verwaltet. Es ist gelungen, den exponentiellen Anstieg des Datenverkehrs zu bewältigen, während das Internet gleichzeitig ein konstantes Ziel böswilliger Störungsversuche ist. 7 Zugleich steigen die Abhängigkeiten von den Kernfunktionen des globalen und offenen Internets, wie dem Domänennamensystem (DNS), und wesentlichen Internetdiensten für Kommunikation und Hosting, Anwendungen und Daten. Diese Dienste konzentrieren sich zunehmend in der Hand einiger weniger privater Unternehmen. 8 Dadurch ist die europäische Wirtschaft und Gesellschaft anfällig für geopolitische oder technische Störungen, die den Kern des Internets oder eines oder mehrere dieser Unternehmen betreffen können. Die zunehmende Internetnutzung und die sich infolge der Pandemie ändernden Nutzungsmuster haben die Störanfälligkeit der Lieferketten, die von dieser digitalen Infrastruktur abhängen, noch deutlicher gemacht. "
0,NA,eu_gruene_deal_com,NA,NA," Sicherheitsbedenken sind einer der wichtigsten Faktoren, die von der Nutzung von Online-Diensten abschrecken 9 . Rund zwei Fünftel der Nutzerinnen und Nutzer in der EU hatten bereits Probleme mit der Sicherheit, und drei Fünftel fühlen sich nicht in der Lage, sich vor Cyberkriminalität zu schützen. 10 Ein Drittel hat in den letzten drei Jahren betrügerische E-Mails oder Telefonanrufe erhalten, in denen personenbezogene Daten erfragt wurden, aber 83 % haben noch nie einen Fall von Cyberkriminalität gemeldet. Jedes achte Unternehmen war schon von Cyberangriffen betroffen. 11 Mehr als die Hälfte der PCs von Unternehmen und Verbrauchern, die einmal mit Schadsoftware infiziert waren, sind es innerhalb desselben Jahres erneut. 12 Jedes Jahr gehen Hunderte Millionen Datensätze durch Verletzungen des Datenschutzes verloren; die durchschnittlichen Kosten solcher Verletzungen in einem einzigen Unternehmen stiegen im Jahr 2018 auf über 3,5 Mio. EUR. 13 Die Auswirkungen eines Cyberangriffs können häufig nicht isoliert werden. Vielmehr können sie in der gesamten Wirtschaft und Gesellschaft Kettenreaktionen auslösen, die Millionen von Einzelpersonen betreffen. 14 "
0,NA,eu_gruene_deal_com,NA,NA," Bei fast allen Arten von Straftaten haben die Ermittlungen eine digitale Komponente. Im Jahr 2019 hat sich Berichten zufolge die Zahl der Vorfälle gegenüber dem Vorjahr verdreifacht. Es gibt schätzungsweise 700 Mio. neue Beispiele von Schadsoftware – dem häufigsten Mittel zur Vorbereitung eines Cyberangriffs. 15 Die jährlichen Kosten der Cyberkriminalität für die Weltwirtschaft werden im Jahr 2020 auf 5,5 Billionen EUR geschätzt und liegen damit doppelt so hoch als im Jahr 2015. 16 Dies stellt den größten Transfer wirtschaftlichen Reichtums in der Geschichte dar, der noch weit über dem weltweiten Drogenhandel liegt. Bei einem großen Cybervorfall – dem Ransomware-Angriff mit WannaCry – im Jahr 2017 wurden die Kosten für die Weltwirtschaft auf über 6,5 Mrd. EUR geschätzt. 17 "
0,NA,eu_gruene_deal_com,NA,NA," Digitale Dienste und der Finanzsektor gehören neben dem öffentlichen Sektor und dem verarbeitenden Gewerbe zu den häufigsten Zielen von Cyberangriffen, doch die Bereitschaft und das Bewusstsein für Cyberangriffe bei Unternehmen und Einzelpersonen sind nach wie vor gering 18 , und die Arbeitskräfte weisen einen erheblichen Mangel an Cybersicherheitskompetenzen auf 19 . Im Jahr 2019 gab es fast 450 Cybersicherheitsvorfälle im Zusammenhang mit europäischen kritischen Infrastrukturen in Bereichen wie Finanzen und Energie 20 . Gesundheitsorganisationen und Angehörige der Gesundheits- und Pflegeberufe wurden während der Pandemie besonders hart getroffen. Da Technik und physische Welt untrennbar miteinander verwoben sind, bringen Cyberangriffe das Leben und das Wohlergehen der verletzlichsten Menschen in Gefahr. 21 Mehr als zwei Drittel der Unternehmen, insbesondere KMU, werden als „Neulinge“ im Bereich der Cybersicherheit betrachtet, und europäische Unternehmen gelten als weniger gut vorbereitet als Unternehmen in Asien und Amerika. 22 Schätzungsweise 291 000 Stellen für Fachkräfte für Cybersicherheit sind in Europa unbesetzt. Die Einstellung und Schulung von Experten für Cybersicherheit ist ein langwieriger Prozess, der zu größeren Cybersicherheitsrisiken für Organisationen führt. 23 "
0,NA,eu_gruene_deal_com,NA,NA," Der EU mangelt es an einem kollektiven Lagebewusstsein für Cyberbedrohungen. Dies ist darauf zurückzuführen, dass die nationalen Behörden Informationen aus dem Privatsektor, die dazu beitragen könnten, den Stand der Cybersicherheit in der EU einzuschätzen, nicht systematisch sammeln und austauschen. Nur ein Bruchteil der Vorfälle wird von den Mitgliedstaaten gemeldet, und der Informationsaustausch ist weder systematisch noch umfassend 24 ; Cyberangriffe sind möglicherweise nur ein Aspekt konzertierter böswilliger Angriffe auf europäische Gesellschaften. Derzeit besteht nur eine begrenzte gegenseitige operative Unterstützung zwischen den Mitgliedstaaten, und es gibt keinen operativen Mechanismus zwischen den Mitgliedstaaten und den Organen, Einrichtungen und sonstigen Stellen der EU im Falle groß angelegter grenzüberschreitender Cybervorfälle oder ‐krisen. 25 "
0,NA,eu_gruene_deal_com,NA,NA," Die Verbesserung der Cybersicherheit ist daher von entscheidender Bedeutung, damit die Menschen Vertrauen in die Innovation, Konnektivität und Automatisierung haben, diese nutzen und Vorteile daraus ziehen. Außerdem ist sie wesentlich für die Wahrung der Grundrechte und Grundfreiheiten, einschließlich des Rechts auf Privatsphäre und des Rechts auf Schutz personenbezogener Daten sowie der Meinungs- und Informationsfreiheit. Cybersicherheit ist unerlässlich für die Netzanbindung und das globale und offene Internet, das den Wandel in Wirtschaft und Gesellschaft in den 2020er Jahren unterstützen muss. Sie trägt zu mehr besseren Jobs, flexibleren Arbeitsplätzen, mehr Effizienz und Nachhaltigkeit in Verkehr und Landwirtschaft sowie zu einem leichteren und gerechteren Zugang zu Gesundheitsdiensten bei. Wegen grenzüberschreitender Netze und intelligenter Zähler sowie der Vermeidung einer unnötigen doppelten Datenspeicherung ist sie auch für den Übergang zu sauberer Energie im Rahmen des europäischen Grünen Deals 26 von wesentlicher Bedeutung. Schließlich spielt sie eine entscheidende Rolle für die internationale Sicherheit und Stabilität und die Entwicklung der Volkswirtschaften, Demokratien und Gesellschaften weltweit. Behörden, Unternehmen und Einzelpersonen müssen daher digitale Instrumente verantwortungs- und sicherheitsbewusst einsetzen. Cybersicherheitsbewusstsein und ‐hygiene müssen den digitalen Wandel bei alltäglichen Aktivitäten unterstützen. "
0,NA,eu_gruene_deal_com,NA,NA," Die neue Cybersicherheitsstrategie der EU für die digitale Dekade ist ein Schlüsselelement für die Gestaltung der digitalen Zukunft Europas 27 , den Aufbauplan der Kommission für Europa 28 , die Strategie für eine Sicherheitsunion 2020–2025 29 , die Globale Strategie für die Außen- und Sicherheitspolitik der EU 30 und die Strategische Agenda 2019–2024 des Europäischen Rates 31 . Darin wird dargelegt, wie die EU die Menschen, Unternehmen und Einrichtungen vor Cyberbedrohungen schützen, die internationale Zusammenarbeit voranbringen und bei der Sicherung eines globalen offenen Internets eine Führungsrolle übernehmen will. "
