,original_id,gesetzt,artikel,absatz,text
9,NA,eu_gruene_deal_com,NA,NA,"
               Die Kommission hat bereits eine klare Vision dazu präsentiert, wie bis zum Jahr 2050 Klimaneutralität erreicht werden soll.
                  5
                Diese Vision sollte die Grundlage für die langfristige Strategie bilden, die die EU dem Rahmenübereinkommen der Vereinten Nationen über Klimaänderungen Anfang 2020 vorlegen wird. Die Kommission will bis März 2020 das erste europäische „Klimagesetz“ vorschlagen, um die Bedingungen für einen wirksamen und fairen Übergang klar festzulegen, für Vorhersagbarkeit für Investoren zu sorgen und sicherzustellen, dass der Übergang unumkehrbar ist. Damit wird das Ziel der Klimaneutralität bis 2050 in Rechtsvorschriften verankert. Mit dem Klimagesetz wird auch sichergestellt, dass alle politischen Maßnahmen der EU zum Ziel der Klimaneutralität beitragen und alle Sektoren ihren Beitrag leisten. 
            "
10,NA,eu_gruene_deal_com,NA,NA,"
               Die EU hat bereits damit begonnen, ihre Wirtschaft zu modernisieren und umzugestalten, um Klimaneutralität zu erreichen. Im Zeitraum 1990 bis 2018 konnte sie die Treibhausgasemissionen um 23 % senken, während ihre Wirtschaft um 61 % wuchs. Mit den bestehenden politischen Maßnahmen würden die Treibhausgasemissionen bis 2050 jedoch nur um 60 % zurückgehen. Es besteht weiterhin großer Handlungsbedarf, beginnend mit ambitionierteren Klimaschutzmaßnahmen im kommenden Jahrzehnt. 
            "
11,NA,eu_gruene_deal_com,NA,NA,"
               Bis zum Sommer 2020 wird die Kommission einen auf Umweltauswirkungen geprüften Plan vorlegen, mit dem die Reduktionsvorgabe der EU für die Treibhausgasemissionen bis 2030 auf verantwortungsvolle Weise auf mindestens 50 % und angestrebte 55 % gegenüber 1990 angehoben werden soll. Um diese zusätzliche Verringerung der Treibhausgasemissionen zu erreichen, wird die Kommission bis Juni 2021 alle einschlägigen klimabezogenen Politikinstrumente überprüfen und gegebenenfalls eine Überarbeitung vorschlagen. Dazu gehören das Emissionshandelssystem
                  6
               ‚ einschließlich einer möglichen Ausweitung des europäischen Emissionshandels auf neue Sektoren, die Zielvorgaben der Mitgliedstaaten für die Verringerung der Emissionen in Sektoren, die nicht unter das Emissionshandelssystem fallen
                  7
               ‚ und die Verordnung über Landnutzung, Landnutzungsänderungen und Forstwirtschaft
                  8
               . Die Kommission wird vorschlagen, das Klimagesetz entsprechend zu aktualisieren.  
            "
12,NA,eu_gruene_deal_com,NA,NA,"
               Diese politischen Reformen werden dazu beitragen, eine effektive CO2-Bepreisung in der gesamten Wirtschaft zu gewährleisten. Dies wird Veränderungen im Verhalten der Verbraucher und Unternehmen fördern und die Steigerung nachhaltiger öffentlicher und privater Investitionen erleichtern. Die verschiedenen Instrumente zur Bepreisung müssen einander ergänzen und zusammen einen kohärenten politischen Rahmen bieten. Ebenso wichtig ist es sicherzustellen, dass die Besteuerung an die Klimaziele angepasst ist. Die Kommission wird vorschlagen‚ die Energiebesteuerungsrichtlinie
                  9
                unter besonderer Berücksichtigung von Umweltfragen zu überarbeiten und dabei die Bestimmungen der Verträge heranzuziehen, die es dem Europäischen Parlament und dem Rat ermöglichen, Vorschläge in diesem Bereich im Wege des ordentlichen Gesetzgebungsverfahrens mit qualifizierter Mehrheit statt einstimmig anzunehmen. 
            "
13,NA,eu_gruene_deal_com,NA,NA,"
               Solange viele internationale Partner weniger ambitionierte Ziele verfolgen als die EU, besteht das Risiko der Verlagerung von CO2-Emissionen, entweder weil die Produktion von der EU in andere Länder mit weniger strengen Emissionsreduktionszielen verlagert wird, oder weil EU-Produkte durch eingeführte CO2-intensivere Produkte ersetzt werden. Wenn dieses Risiko eintritt, werden die weltweiten Emissionen nicht verringert, was die Bemühungen der EU und ihrer Industrie, die globalen Klimaziele des Übereinkommens von Paris zu erreichen, untergräbt. 
            "
14,NA,eu_gruene_deal_com,NA,NA,"
               Sollten weltweit weiterhin unterschiedliche Zielvorgaben gelten, während die EU ihre Klimaambitionen erhöht, wird die Kommission für ausgewählte Sektoren ein CO2-Grenzausgleichssystem vorschlagen‚ um das Risiko der Verlagerung von CO2-Emissionen zu mindern. Dadurch würde sichergestellt, dass der Preis von Einfuhren ihren CO2-Gehalt besser widerspiegelt. Diese Maßnahme wird so konzipiert, dass sie mit den Regeln der Welthandelsorganisation und anderen internationalen Verpflichtungen der EU in Einklang steht. Sie wäre eine Alternative zu den Maßnahmen
                  10
               ‚ mit denen das Risiko der Verlagerung von CO2-Emissionen im Rahmen des EU-Emissionshandelssystems gemindert wird. 
            "
15,NA,eu_gruene_deal_com,NA,NA,"
               Die Kommission wird eine neue, ehrgeizigere EU-Strategie zur Anpassung an den Klimawandel verabschieden. Dies ist unerlässlich, da der Klimawandel trotz der Klimaschutzmaßnahmen weiterhin zu erheblichen Belastungen in Europa führen wird. Es ist von entscheidender Bedeutung, die Bemühungen in den Bereichen Sicherung der Klimaverträglichkeit, Resilienzaufbau, Prävention und Vorsorge zu verstärken. Die Arbeiten zur Anpassung an den Klimawandel sollten sich weiterhin auf öffentliche und private Investitionen‚ einschließlich Investitionen in naturbasierte Lösungen, auswirken. Es muss sichergestellt werden, dass Investoren, Versicherungsunternehmen, Städte sowie Bürgerinnen und Bürger in der gesamten EU Zugang zu Daten haben und Instrumente zur Einbeziehung des Klimawandels in ihr Risikomanagement entwickeln können. 
            "
16,NA,eu_gruene_deal_com,NA,NA,"
               Die weitere Dekarbonisierung des Energiesystems ist entscheidend, um die Klimaziele in den Jahren 2030 und 2050 zu erreichen. 75 % der Treibhausgasemissionen der EU entstehen durch die Erzeugung und den Verbrauch von Energie in allen Wirtschaftszweigen. Energieeffizienz muss im Mittelpunkt stehen.  Ein Energiesektor muss entwickelt werden, der sich weitgehend auf erneuerbare Energiequellen stützt; dies muss durch den raschen Ausstieg aus der Kohle und die Dekarbonisierung von Gas ergänzt werden. Gleichzeitig muss die Energieversorgung der EU für Verbraucher und Unternehmen sicher und erschwinglich sein. Zu diesem Zweck muss sichergestellt werden, dass der europäische Energiemarkt vollständig integriert, vernetzt und digitalisiert ist, wobei die Technologieneutralität gewahrt werden muss.  
            "
17,NA,eu_gruene_deal_com,NA,NA,"
               Die Mitgliedstaaten legen ihre überarbeiteten Energie- und Klimapläne bis Ende 2019 vor. Gemäß der Verordnung über das Governance-System für die Energieunion und für den Klimaschutz
                  11
                sollten diese Pläne ehrgeizige nationale Beiträge zu den EU-weiten Zielen enthalten. Die Kommission wird das Ambitionsniveau der Pläne und, sollte das Ambitionsniveau unzureichend sein, den Bedarf an zusätzlichen Maßnahmen bewerten. Diese Bewertung wird in den Prozess zur Anhebung der Klimaambitionen bis 2030 einfließen, im Zuge dessen die Kommission die einschlägigen Rechtsvorschriften im Energiebereich bis Juni 2021 überprüfen und gegebenenfalls eine Überarbeitung vorschlagen wird. Wenn die Mitgliedstaaten 2023 mit der Aktualisierung ihrer nationalen Energie- und Klimapläne beginnen, sollten diese den neuen Klimaambitionen Rechnung tragen. Die Kommission wird weiterhin sicherstellen, dass alle einschlägigen Rechtsvorschriften konsequent durchgesetzt werden.
            "
18,NA,eu_gruene_deal_com,NA,NA,"
               Die Energiewende sollte die Verbraucher einbeziehen und ihnen zugutekommen. Erneuerbare Energiequellen werden eine wesentliche Rolle spielen. Der Ausbau der Offshore-Windenergieerzeugung wird von entscheidender Bedeutung sein und auf der regionalen Zusammenarbeit zwischen den Mitgliedstaaten aufbauen. Die intelligente Integration von erneuerbaren Energien, Energieeffizienz und anderen nachhaltigen Lösungen in allen Sektoren wird dazu beitragen, die Dekarbonisierung zu den geringstmöglichen Kosten zu erreichen. Durch die rasch sinkenden Kosten erneuerbarer Energien und die verbesserte Gestaltung von Fördermaßnahmen konnten die Auswirkungen des Einsatzes erneuerbarer Energien auf die Energiekosten der Haushalte bereits verringert werden. Die Kommission wird bis Mitte 2020 Maßnahmen zur Verwirklichung einer intelligenten Integration vorlegen. Parallel dazu wird die Dekarbonisierung des Gassektors erleichtert, indem unter anderem die Entwicklung dekarbonisierter Gase verstärkt unterstützt, ein zukunftsorientiertes Konzept für einen wettbewerbsfähigen dekarbonisierten Gasmarkt entwickelt und das Problem der energiebezogenen Methanemissionen angegangen wird. 
            "
19,NA,eu_gruene_deal_com,NA,NA,"
               Für Haushalte, die sich für die Sicherung des Mindestlebensstandards wichtige Energiedienstleistungen nicht leisten können, muss das Risiko der Energiearmut eingedämmt werden. Wirksame Programme wie Finanzierungsprogramme für Haushalte zur Renovierung von Wohnhäusern können die Energiekosten senken und die Umwelt schützen. Im Jahr 2020 wird die Kommission Leitlinien veröffentlichen, um den Mitgliedstaaten zu helfen, Energiearmut zu bekämpfen. 
            "
